element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
1.0000000000e+00,1.0000000000e+00,7.0000000000e+00,8.0000000000e+00,2.0000000000e+00,-5.6727884090e+07,-7.3159368429e+06,-6.0066956182e+06,5.4449970842e+07
2.0000000000e+00,2.0000000000e+00,8.0000000000e+00,9.0000000000e+00,3.0000000000e+00,-2.7018735200e+07,-3.5050274420e+06,-7.0892893644e+06,2.8255440749e+07
3.0000000000e+00,3.0000000000e+00,9.0000000000e+00,1.0000000000e+01,4.0000000000e+00,1.6241737625e+05,2.9183153077e+05,-7.3000580986e+06,1.2646607896e+07
4.0000000000e+00,4.0000000000e+00,1.0000000000e+01,1.1000000000e+01,5.0000000000e+00,2.7329451002e+07,4.0976726634e+06,-7.0036106244e+06,2.8264011647e+07
5.0000000000e+00,5.0000000000e+00,1.1000000000e+01,1.2000000000e+01,6.0000000000e+00,5.6979069969e+07,7.9296322453e+06,-5.8503462945e+06,5.4409099118e+07
6.0000000000e+00,7.0000000000e+00,1.3000000000e+01,1.4000000000e+01,8.0000000000e+00,-3.8100460802e+07,2.8147628960e+06,-2.8513349562e+06,3.9889874655e+07
7.0000000000e+00,8.0000000000e+00,1.4000000000e+01,1.5000000000e+01,9.0000000000e+00,-1.9706770705e+07,1.3563432637e+06,-7.4950950259e+06,2.4196176820e+07
8.0000000000e+00,9.0000000000e+00,1.5000000000e+01,1.6000000000e+01,1.0000000000e+01,1.2011267716e+05,5.1788230522e+05,-8.9595011870e+06,1.5525411733e+07
9.0000000000e+00,1.0000000000e+01,1.6000000000e+01,1.7000000000e+01,1.1000000000e+01,1.9965558974e+07,-3.0981158567e+05,-7.5239741977e+06,2.3973644967e+07
1.0000000000e+01,1.1000000000e+01,1.7000000000e+01,1.8000000000e+01,1.2000000000e+01,3.8445878912e+07,-1.7325675642e+06,-2.9200946333e+06,3.9664572814e+07
1.1000000000e+01,1.3000000000e+01,1.9000000000e+01,2.0000000000e+01,1.4000000000e+01,-2.2594368281e+07,6.2356301884e+05,-3.3005741686e+06,2.3614925172e+07
1.2000000000e+01,1.4000000000e+01,2.0000000000e+01,2.1000000000e+01,1.5000000000e+01,-1.1124342290e+07,8.1174364448e+05,-6.2007950058e+06,1.5773065948e+07
1.3000000000e+01,1.5000000000e+01,2.1000000000e+01,2.2000000000e+01,1.6000000000e+01,1.4743178815e+05,5.0822075514e+05,-7.2530217766e+06,1.2570762556e+07
1.4000000000e+01,1.6000000000e+01,2.2000000000e+01,2.3000000000e+01,1.7000000000e+01,1.1420931672e+07,1.9823304789e+05,-6.2047836017e+06,1.5611245599e+07
