element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
1.0000000000e+00,1.0000000000e+00,7.0000000000e+00,8.0000000000e+00,2.0000000000e+00,3.9876179373e+07,4.8231230149e+06,1.1103308853e+06,3.7745767744e+07
2.0000000000e+00,2.0000000000e+00,8.0000000000e+00,9.0000000000e+00,3.0000000000e+00,2.0013038357e+07,2.5051164552e+06,5.5367663864e+05,1.8909838563e+07
3.0000000000e+00,3.0000000000e+00,9.0000000000e+00,1.0000000000e+01,4.0000000000e+00,6.9895050476e+05,9.6725627574e+04,3.1997737080e+05,8.5874197660e+05
4.0000000000e+00,4.0000000000e+00,1.0000000000e+01,1.1000000000e+01,5.0000000000e+00,-1.8608576967e+07,-2.3158387670e+06,5.1386595103e+05,1.7588062902e+07
5.0000000000e+00,5.0000000000e+00,1.1000000000e+01,1.2000000000e+01,6.0000000000e+00,-3.8444057362e+07,-4.6436263083e+06,1.0376830606e+06,3.6389824594e+07
6.0000000000e+00,7.0000000000e+00,1.3000000000e+01,1.4000000000e+01,8.0000000000e+00,3.7453477261e+07,-1.1068433433e+06,7.2107027831e+04,3.8019189778e+07
7.0000000000e+00,8.0000000000e+00,1.4000000000e+01,1.5000000000e+01,9.0000000000e+00,1.9373060382e+07,-4.4745033363e+05,1.0155677074e+06,1.9679387592e+07
8.0000000000e+00,9.0000000000e+00,1.5000000000e+01,1.6000000000e+01,1.0000000000e+01,7.1860741334e+05,-8.3090258652e+03,1.3148164752e+06,2.3892809949e+06
9.0000000000e+00,1.0000000000e+01,1.6000000000e+01,1.7000000000e+01,1.1000000000e+01,-1.7944470827e+07,4.2582935627e+05,1.0289864351e+06,1.8248372136e+07
1.0000000000e+01,1.1000000000e+01,1.7000000000e+01,1.8000000000e+01,1.2000000000e+01,-3.6065140323e+07,1.0686512238e+06,1.0405626084e+05,3.6611608834e+07
1.1000000000e+01,1.3000000000e+01,1.9000000000e+01,2.0000000000e+01,1.4000000000e+01,3.5605779200e+07,2.3440204153e+05,5.1783355009e+05,3.5500490760e+07
1.2000000000e+01,1.4000000000e+01,2.0000000000e+01,2.1000000000e+01,1.5000000000e+01,1.8058767803e+07,2.7746302675e+04,7.9269340669e+05,1.8097068517e+07
1.3000000000e+01,1.5000000000e+01,2.1000000000e+01,2.2000000000e+01,1.6000000000e+01,7.0591356895e+05,-3.8197797296e+03,9.1715643907e+05,1.7391241454e+06
1.4000000000e+01,1.6000000000e+01,2.2000000000e+01,2.3000000000e+01,1.7000000000e+01,-1.6647742562e+07,-3.2381979896e+04,7.9454671064e+05,1.6688415370e+07
1.5000000000e+01,1.7000000000e+01,2.3000000000e+01,2.4000000000e+01,1.8000000000e+01,-3.4187184104e+07,-2.2736133142e+05,5.1330379989e+05,3.4085669259e+07
1.6000000000e+01,1.9000000000e+01,2.5000000000e+01,2.6000000000e+01,2.0000000000e+01,3.3576626729e+07,-4.7493867356e+04,4.0285103553e+05,3.3607643013e+07
1.7000000000e+01,2.0000000000e+01,2.6000000000e+01,2.7000000000e+01,2.1000000000e+01,1.7165442060e+07,1.4239106712e+04,8.6511392308e+05,1.7223630558e+07
1.8000000000e+01,2.1000000000e+01,2.7000000000e+01,2.8000000000e+01,2.2000000000e+01,7.0663632559e+05,1.2052380942e+03,1.0012365895e+06,1.8724072230e+06
1.9000000000e+01,2.2000000000e+01,2.8000000000e+01,2.9000000000e+01,2.3000000000e+01,-1.5750963877e+07,-1.2162905408e+04,8.6352609757e+05,1.5815766358e+07
2.0000000000e+01,2.3000000000e+01,2.9000000000e+01,3.0000000000e+01,2.4000000000e+01,-3.2162207331e+07,4.6156824927e+04,4.0280626066e+05,3.2192871491e+07
2.1000000000e+01,2.5000000000e+01,3.1000000000e+01,3.2000000000e+01,2.6000000000e+01,3.1591986580e+07,9.5998245690e+03,4.2569407333e+05,3.1595792078e+07
2.2000000000e+01,2.6000000000e+01,3.2000000000e+01,3.3000000000e+01,2.7000000000e+01,1.6144930547e+07,-7.3766363573e+03,8.4562744088e+05,1.6214906394e+07
2.3000000000e+01,2.7000000000e+01,3.3000000000e+01,3.4000000000e+01,2.8000000000e+01,7.0730414879e+05,-5.7848318572e+01,9.9243208205e+05,1.8587857303e+06
2.4000000000e+01,2.8000000000e+01,3.4000000000e+01,3.5000000000e+01,2.9000000000e+01,-1.4730712200e+07,7.0652758898e+03,8.4600198068e+05,1.4806929676e+07
2.5000000000e+01,2.9000000000e+01,3.5000000000e+01,3.6000000000e+01,3.0000000000e+01,-3.0177975170e+07,-9.3013748277e+03,4.2577832944e+05,3.0182336503e+07
2.6000000000e+01,3.1000000000e+01,3.7000000000e+01,3.8000000000e+01,3.2000000000e+01,2.9597943177e+07,-2.0196134196e+03,4.2205869423e+05,2.9607979016e+07
2.7000000000e+01,3.2000000000e+01,3.8000000000e+01,3.9000000000e+01,3.3000000000e+01,1.5153263564e+07,2.3068144135e+03,8.5028697568e+05,1.5223515035e+07
2.8000000000e+01,3.3000000000e+01,3.9000000000e+01,4.0000000000e+01,3.4000000000e+01,7.0707355071e+05,-5.0411994612e+01,9.9086904777e+05,1.8561931643e+06
2.9000000000e+01,3.4000000000e+01,4.0000000000e+01,4.1000000000e+01,3.5000000000e+01,-1.3739040351e+07,-2.2934136592e+03,8.5024927755e+05,1.3816602232e+07
3.0000000000e+01,3.5000000000e+01,4.1000000000e+01,4.2000000000e+01,3.6000000000e+01,-2.8183706035e+07,1.9488012693e+03,4.2206991111e+05,2.8194159734e+07
3.1000000000e+01,3.7000000000e+01,4.3000000000e+01,4.4000000000e+01,3.8000000000e+01,2.7605753780e+07,4.5370721662e+02,4.2249441081e+05,2.7615224454e+07
3.2000000000e+01,3.8000000000e+01,4.4000000000e+01,4.5000000000e+01,3.9000000000e+01,1.4156343705e+07,-5.8159935072e+02,8.4923266787e+05,1.4232845433e+07
3.3000000000e+01,3.9000000000e+01,4.5000000000e+01,4.6000000000e+01,4.0000000000e+01,7.0710901272e+05,1.6604473145e+01,9.9209150318e+05,1.8581517879e+06
3.4000000000e+01,4.0000000000e+01,4.6000000000e+01,4.7000000000e+01,4.1000000000e+01,-1.2742137649e+07,5.7867668566e+02,8.4923122322e+05,1.2827042792e+07
3.5000000000e+01,4.1000000000e+01,4.7000000000e+01,4.8000000000e+01,4.2000000000e+01,-2.6191534943e+07,-4.3839297035e+02,4.2248410125e+05,2.6201536197e+07
3.6000000000e+01,4.3000000000e+01,4.9000000000e+01,5.0000000000e+01,4.4000000000e+01,2.5613210228e+07,-1.0823136578e+02,4.2246776600e+05,2.5623714551e+07
3.7000000000e+01,4.4000000000e+01,5.0000000000e+01,5.1000000000e+01,4.5000000000e+01,1.3160161336e+07,1.2671951779e+02,8.4947384876e+05,1.3242091837e+07
3.8000000000e+01,4.5000000000e+01,5.1000000000e+01,5.2000000000e+01,4.6000000000e+01,7.0710666058e+05,-2.7215792658e+00,9.9164799548e+05,1.8574442104e+06
3.9000000000e+01,4.6000000000e+01,5.2000000000e+01,5.3000000000e+01,4.7000000000e+01,-1.1745945421e+07,-1.2287587622e+02,8.4947433955e+05,1.1837677582e+07
4.0000000000e+01,4.7000000000e+01,5.3000000000e+01,5.4000000000e+01,4.8000000000e+01,-2.4198998897e+07,1.0528670637e+02,4.2246995657e+05,2.4210112310e+07
4.1000000000e+01,4.9000000000e+01,5.5000000000e+01,5.6000000000e+01,5.0000000000e+01,2.3620729988e+07,2.6626205025e+01,4.2246466929e+05,2.3632047846e+07
4.2000000000e+01,5.0000000000e+01,5.6000000000e+01,5.7000000000e+01,5.1000000000e+01,1.2163920454e+07,-2.4333673372e+01,8.4941578980e+05,1.2252582518e+07
4.3000000000e+01,5.1000000000e+01,5.7000000000e+01,5.8000000000e+01,5.2000000000e+01,7.0710697039e+05,3.7417517169e-01,9.9177288229e+05,1.8576437638e+06
4.4000000000e+01,5.2000000000e+01,5.8000000000e+01,5.9000000000e+01,5.3000000000e+01,-1.0749707351e+07,2.2704926225e+01,8.4941596308e+05,1.0849929706e+07
4.5000000000e+01,5.3000000000e+01,5.9000000000e+01,6.0000000000e+01,5.4000000000e+01,-2.2206516156e+07,-2.6050182357e+01,4.2246460189e+05,2.2218555541e+07
4.6000000000e+01,5.5000000000e+01,6.1000000000e+01,6.2000000000e+01,5.6000000000e+01,2.1628240042e+07,-6.5579951713e+00,4.2246539101e+05,2.1640617833e+07
4.7000000000e+01,5.6000000000e+01,6.2000000000e+01,6.3000000000e+01,5.7000000000e+01,1.1167672678e+07,4.1530715562e+00,8.4943036397e+05,1.1264167190e+07
4.8000000000e+01,5.7000000000e+01,6.3000000000e+01,6.4000000000e+01,5.8000000000e+01,7.0710669315e+05,-1.2087100901e-01,9.9174254146e+05,1.8575951568e+06
4.9000000000e+01,5.8000000000e+01,6.4000000000e+01,6.5000000000e+01,5.9000000000e+01,-9.7534590453e+06,-3.7410592120e+00,8.4943029442e+05,9.8637985753e+06
5.0000000000e+01,5.9000000000e+01,6.5000000000e+01,6.6000000000e+01,6.0000000000e+01,-2.0214026462e+07,6.4181087296e+00,4.2246531544e+05,2.0227269375e+07
5.1000000000e+01,6.1000000000e+01,6.7000000000e+01,6.8000000000e+01,6.2000000000e+01,1.9635751238e+07,1.6702361852e+00,4.2246569619e+05,1.9649379778e+07
5.2000000000e+01,6.2000000000e+01,6.8000000000e+01,6.9000000000e+01,6.3000000000e+01,1.0171429188e+07,-7.4393754452e-01,8.4942671803e+05,1.0277283519e+07
5.3000000000e+01,6.3000000000e+01,6.9000000000e+01,7.0000000000e+01,6.4000000000e+01,7.0710680210e+05,5.1752398285e-02,9.9174905501e+05,1.8576055979e+06
5.4000000000e+01,6.4000000000e+01,7.0000000000e+01,7.1000000000e+01,6.5000000000e+01,-8.7572156400e+06,6.6585654719e-01,8.4942672066e+05,8.8799441923e+06
