element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
1.0000000000e+00,1.0000000000e+00,7.0000000000e+00,8.0000000000e+00,2.0000000000e+00,1.0126631856e+06,1.2692333843e+05,5.1369769450e+04,9.5967819019e+05
2.0000000000e+00,2.0000000000e+00,8.0000000000e+00,9.0000000000e+00,3.0000000000e+00,9.9310417277e+05,1.3383953684e+05,2.8150407170e+04,9.3468157859e+05
3.0000000000e+00,3.0000000000e+00,9.0000000000e+00,1.0000000000e+01,4.0000000000e+00,9.8846528326e+05,1.3679069434e+05,-1.6633202274e-09,9.2766505692e+05
4.0000000000e+00,4.0000000000e+00,1.0000000000e+01,1.1000000000e+01,5.0000000000e+00,9.9310417277e+05,1.3383953684e+05,-2.8150407170e+04,9.3468157859e+05
5.0000000000e+00,5.0000000000e+00,1.1000000000e+01,1.2000000000e+01,6.0000000000e+00,1.0126631856e+06,1.2692333843e+05,-5.1369769450e+04,9.5967819019e+05
6.0000000000e+00,7.0000000000e+00,1.3000000000e+01,1.4000000000e+01,8.0000000000e+00,9.8170246311e+05,-2.7005906682e+04,-2.2591519311e+04,9.9624893496e+05
7.0000000000e+00,8.0000000000e+00,1.4000000000e+01,1.5000000000e+01,9.0000000000e+00,1.0101653619e+06,-1.5288339707e+04,-9.4884733622e+03,1.0180283082e+06
8.0000000000e+00,9.0000000000e+00,1.5000000000e+01,1.6000000000e+01,1.0000000000e+01,1.0162643500e+06,-1.1750737069e+04,-4.7077521090e-09,1.0221903756e+06
9.0000000000e+00,1.0000000000e+01,1.6000000000e+01,1.7000000000e+01,1.1000000000e+01,1.0101653619e+06,-1.5288339707e+04,9.4884733622e+03,1.0180283082e+06
1.0000000000e+01,1.1000000000e+01,1.7000000000e+01,1.8000000000e+01,1.2000000000e+01,9.8170246311e+05,-2.7005906682e+04,2.2591519311e+04,9.9624893496e+05
1.1000000000e+01,1.3000000000e+01,1.9000000000e+01,2.0000000000e+01,1.4000000000e+01,1.0030982122e+06,4.9785338582e+03,3.2030170855e+03,1.0006336136e+06
1.2000000000e+01,1.4000000000e+01,2.0000000000e+01,2.1000000000e+01,1.5000000000e+01,9.9774551630e+05,-3.2779187999e+03,-1.3104837888e+03,9.9939108508e+05
1.3000000000e+01,1.5000000000e+01,2.1000000000e+01,2.2000000000e+01,1.6000000000e+01,9.9831254307e+05,-5.4019842997e+03,-7.4828030797e-10,1.0010244671e+06
1.4000000000e+01,1.6000000000e+01,2.2000000000e+01,2.3000000000e+01,1.7000000000e+01,9.9774551630e+05,-3.2779187999e+03,1.3104837888e+03,9.9939108508e+05
1.5000000000e+01,1.7000000000e+01,2.3000000000e+01,2.4000000000e+01,1.8000000000e+01,1.0030982122e+06,4.9785338582e+03,-3.2030170855e+03,1.0006336136e+06
1.6000000000e+01,1.9000000000e+01,2.5000000000e+01,2.6000000000e+01,2.0000000000e+01,1.0001455478e+06,-9.4543176824e+02,3.1660607410e+01,1.0006186001e+06
