element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
0,0,1,52,51,5.64148008e+07,6.98701408e+06,2.92559350e+06,5.35065828e+07
1,1,2,53,52,5.24598846e+07,-1.69629899e+06,-1.02823337e+06,5.33580019e+07
2,2,3,54,53,5.27470507e+07,3.93469974e+05,2.99050514e+05,5.25539731e+07
3,3,4,55,54,5.16330243e+07,-8.46859915e+04,8.39869045e+04,5.16756241e+07
4,4,5,56,55,5.05458606e+07,1.86670975e+04,1.29002601e+05,5.05370236e+07
5,5,6,57,56,4.94455542e+07,-4.16648386e+03,1.18934077e+05,4.94480667e+07
6,6,7,58,57,4.83504369e+07,9.23450367e+02,1.20649495e+05,4.83504268e+07
7,7,8,59,58,4.72551023e+07,-2.07870044e+02,1.20319007e+05,4.72556658e+07
8,8,9,60,59,4.61598247e+07,4.68828406e+01,1.20383336e+05,4.61602722e+07
9,9,10,61,60,4.50645568e+07,-1.12697736e+01,1.20365982e+05,4.50650447e+07
10,10,11,62,61,4.39693114e+07,2.57040017e+00,1.20368017e+05,4.39698043e+07
11,11,12,63,62,4.28740670e+07,-6.04822801e-01,1.20367731e+05,4.28745742e+07
12,12,13,64,63,4.17788221e+07,1.58656910e-01,1.20367958e+05,4.17793422e+07
13,13,14,65,64,4.06835766e+07,-3.37079847e-02,1.20367982e+05,4.06841108e+07
14,14,15,66,65,3.95883308e+07,9.45350992e-03,1.20367991e+05,3.95888798e+07
15,15,16,67,66,3.84930851e+07,-2.36185931e-03,1.20367989e+05,3.84936497e+07
16,16,17,68,67,3.73978393e+07,4.56559769e-04,1.20367988e+05,3.73984204e+07
17,17,18,69,68,3.63025936e+07,-1.83552510e-04,1.20367987e+05,3.63031922e+07
18,18,19,70,69,3.52073478e+07,2.15046761e-05,1.20367987e+05,3.52079651e+07
19,19,20,71,70,3.41121021e+07,-1.54380576e-05,1.20367987e+05,3.41127392e+07
20,20,21,72,71,3.30168563e+07,6.41149391e-07,1.20367987e+05,3.30175146e+07
21,21,22,73,72,3.19216106e+07,4.96346471e-06,1.20367987e+05,3.19222914e+07
22,22,23,74,73,3.08263648e+07,6.26967274e-07,1.20367987e+05,3.08270698e+07
23,23,24,75,74,2.97311191e+07,-7.67220227e-06,1.20367987e+05,2.97318501e+07
24,24,25,76,75,2.86358733e+07,-6.15097221e-06,1.20367987e+05,2.86366323e+07
25,25,26,77,76,2.75406276e+07,-6.79147448e-06,1.20367987e+05,2.75414167e+07
26,26,27,78,77,2.64453818e+07,-3.93679852e-06,1.20367987e+05,2.64462036e+07
27,27,28,79,78,2.53501361e+07,-1.25896357e-05,1.20367987e+05,2.53509934e+07
28,28,29,80,79,2.42548904e+07,-5.25051174e-06,1.20367987e+05,2.42557864e+07
29,29,30,81,80,2.31596446e+07,1.14361793e-05,1.20367987e+05,2.31605830e+07
30,30,31,82,81,2.20643989e+07,-2.30828452e-06,1.20367987e+05,2.20653838e+07
31,31,32,83,82,2.09691531e+07,-1.32103942e-05,1.20367987e+05,2.09701895e+07
32,32,33,84,83,1.98739074e+07,-6.65844066e-06,1.20367987e+05,1.98750009e+07
33,33,34,85,84,1.87786616e+07,-2.32317872e-05,1.20367987e+05,1.87798189e+07
34,34,35,86,85,1.76834159e+07,2.48244326e-06,1.20367987e+05,1.76846448e+07
35,35,36,87,86,1.65881701e+07,-1.10555280e-04,1.20367987e+05,1.65894802e+07
36,36,37,88,87,1.54929244e+07,4.23739679e-04,1.20367987e+05,1.54943271e+07
37,37,38,89,88,1.43976786e+07,-1.66649521e-03,1.20367987e+05,1.43991880e+07
38,38,39,90,89,1.33024329e+07,6.57308080e-03,1.20367986e+05,1.33040665e+07
39,39,40,91,90,1.22071871e+07,-2.68581895e-02,1.20367987e+05,1.22089673e+07
40,40,41,92,91,1.11119414e+07,1.17731746e-01,1.20367988e+05,1.11138969e+07
41,41,42,93,92,1.00166952e+07,-4.90167615e-01,1.20368199e+05,1.00188649e+07
42,42,43,94,93,8.92145009e+06,2.05118706e+00,1.20367275e+05,8.92388471e+06
43,43,44,95,94,7.82621686e+06,-1.03116493e+01,1.20367383e+05,7.82899840e+06
44,44,45,96,95,6.73098454e+06,5.00096676e+01,1.20341409e+05,6.73418610e+06
45,45,46,97,96,5.63544932e+06,-2.14718288e+02,1.20581720e+05,5.63942541e+06
46,46,47,98,97,4.53893001e+06,1.14767754e+03,1.20026498e+05,4.54311532e+06
47,47,48,99,98,3.44424724e+06,-6.35303859e+03,1.24980726e+05,3.45421791e+06
48,48,49,100,99,2.43262722e+06,2.51855139e+04,7.30029399e+04,2.42343369e+06
49,49,50,101,100,1.35570529e+06,-1.02619168e+05,1.63275737e+05,1.43790325e+06
50,51,52,103,102,4.95386968e+07,6.49004026e+06,2.44518327e+06,4.68255457e+07
51,52,53,104,103,4.81371824e+07,-1.02217591e+06,-2.48553273e+05,4.86582282e+07
52,53,54,105,104,4.70554501e+07,3.33174036e+04,1.87787032e+05,4.70399248e+07
53,54,55,106,105,4.63091922e+07,2.06974580e+04,3.37926076e+05,4.63025465e+07
54,55,56,107,106,4.52898704e+07,-1.00759624e+04,2.98180544e+05,4.52978535e+07
55,56,57,108,107,4.43169664e+07,3.55183349e+03,3.08298734e+05,4.43184077e+07
56,57,58,109,108,4.33349899e+07,-9.90008997e+02,3.05034085e+05,4.33387054e+07
57,58,59,110,109,4.23553893e+07,2.57415432e+02,3.05814708e+05,4.23585725e+07
58,59,60,111,110,4.13753103e+07,-6.42658417e+01,3.05630370e+05,4.13787287e+07
59,60,61,112,111,4.03953569e+07,1.66493732e+01,3.05662644e+05,4.03988178e+07
60,61,62,113,112,3.94153947e+07,-3.98953690e+00,3.05651614e+05,3.94189519e+07
61,62,63,114,113,3.84354399e+07,9.02462984e-01,3.05653924e+05,3.84390853e+07
62,63,64,115,114,3.74554836e+07,-2.44532975e-01,3.05653723e+05,3.74592249e+07
63,64,65,116,115,3.64755271e+07,5.09591034e-02,3.05653924e+05,3.64793688e+07
64,65,66,117,116,3.54955704e+07,-1.28936257e-02,3.05653923e+05,3.54995182e+07
65,66,67,118,117,3.45156137e+07,3.59830394e-03,3.05653927e+05,3.45196735e+07
66,67,68,119,118,3.35356569e+07,-5.52935548e-04,3.05653923e+05,3.35398354e+07
67,68,69,120,119,3.25557002e+07,2.32466249e-04,3.05653922e+05,3.25600045e+07
68,69,70,121,120,3.15757435e+07,-5.16141180e-05,3.05653922e+05,3.15801813e+07
69,70,71,122,121,3.05957868e+07,3.71721666e-06,3.05653922e+05,3.06003667e+07
70,71,72,123,122,2.96158301e+07,-9.15368035e-06,3.05653922e+05,2.96205615e+07
71,72,73,124,123,2.86358733e+07,1.56174822e-06,3.05653922e+05,2.86407667e+07
72,73,74,125,124,2.76559166e+07,5.54516620e-06,3.05653922e+05,2.76609833e+07
73,74,75,126,125,2.66759599e+07,6.24459479e-06,3.05653922e+05,2.66812127e+07
74,75,76,127,126,2.56960032e+07,-3.43407363e-05,3.05653922e+05,2.57014562e+07
75,76,77,128,127,2.47160465e+07,-2.75887585e-05,3.05653922e+05,2.47217157e+07
76,77,78,129,128,2.37360897e+07,9.78791343e-06,3.05653922e+05,2.37419929e+07
77,78,79,130,129,2.27561330e+07,1.34439498e-05,3.05653922e+05,2.27622904e+07
78,79,80,131,130,2.17761763e+07,1.12428389e-05,3.05653922e+05,2.17826107e+07
79,80,81,132,131,2.07962196e+07,1.79480108e-05,3.05653922e+05,2.08029570e+07
80,81,82,133,132,1.98162629e+07,1.74140737e-05,3.05653922e+05,1.98233334e+07
81,82,83,134,133,1.88363061e+07,-1.43250226e-05,3.05653922e+05,1.88437444e+07
82,83,84,135,134,1.78563494e+07,-1.15219708e-05,3.05653922e+05,1.78641957e+07
83,84,85,136,135,1.68763927e+07,-1.43043255e-05,3.05653922e+05,1.68846943e+07
84,85,86,137,136,1.58964360e+07,-5.41765553e-05,3.05653922e+05,1.59052491e+07
